time,"coordinates [x,y]",elevation,azimuth
20250901_101700,"[744, 1370]",51,332
20250901_101710,"[658, 1381]",46,324
20250901_101720,"[722, 1426]",46,333
20250901_101730,"[732, 1492]",41,337
20250901_101740,"[644, 1432]",42,326
20250901_101750,"[735, 1431]",46,334
20250901_101800,"[669, 1336]",50,322
20250901_101810,"[674, 1301]",52,320
20250901_101820,"[738, 1365]",51,331
20250901_101830,"[741, 1372]",51,332
20250901_101840,"[736, 1305]",55,327
20250901_101850,"[731, 1383]",49,332
20250901_101900,"[614, 1323]",48,316
20250901_101910,"[485, 1261]",42,302
20250901_101920,"[559, 1271]",47,308
20250901_101930,"[685, 1324]",52,323
20250901_101940,"[732, 1347]",52,330
20250901_101950,"[725, 1382]",49,331
20250901_102000,"[653, 1296]",52,318
20250901_102010,"[608, 1299]",49,314
20250901_102020,"[677, 1423]",44,329
20250901_102030,"[722, 1424]",46,333
20250901_102040,"[700, 1379]",48,328
20250901_102050,"[727, 1411]",47,333
20250901_102100,"[652, 1358]",47,322
20250901_102110,"[674, 1325]",51,322
20250901_102120,"[690, 1321]",52,323
20250901_102130,"[680, 1285]",54,319
20250901_102140,"[703, 1307]",54,323
20250901_102150,"[728, 1361]",51,330
20250901_102200,"[686, 1367]",49,326
20250901_102210,"[684, 1385]",47,327
20250901_102220,"[654, 1322]",50,320
20250901_102230,"[739, 1339]",53,330
20250901_102240,"[788, 1349]",54,336
20250901_102250,"[728, 1256]",58,322
20250901_102300,"[765, 1281]",58,329
20250901_102310,"[736, 1268]",58,324
20250901_102320,"[714, 1289]",55,323
20250901_102330,"[680, 1253]",56,316
20250901_102340,"[712, 1277]",56,322
20250901_102350,"[818, 1359]",54,340
20250901_102400,"[808, 1389]",52,340
20250901_102410,"[732, 1416]",47,333
20250901_102420,"[726, 1417]",47,333
20250901_102430,"[772, 1449]",46,339
20250901_102440,"[750, 1454]",45,337
20250901_102450,"[753, 1435]",46,336
20250901_102500,"[809, 1432]",48,342
20250901_102510,"[805, 1419]",49,341
20250901_102520,"[756, 1400]",49,335
20250901_102530,"[682, 1396]",46,327
20250901_102540,"[557, 1303]",45,310
20250901_102550,"[643, 1324]",49,319
20250901_102600,"[743, 1415]",47,334
20250901_102610,"[839, 1469]",46,347
20250901_102620,"[720, 1377]",49,330
20250901_102630,"[728, 1366]",51,330
20250901_102640,"[706, 1432]",45,332
20250901_102650,"[668, 1471]",40,330
20250901_102700,"[648, 1441]",41,327
20250901_102710,"[751, 1471]",43,338
20250901_102720,"[726, 1432]",45,334
20250901_102730,"[669, 1354]",49,324
20250901_102740,"[700, 1374]",49,328
20250901_102750,"[715, 1376]",49,330
20250901_102800,"[740, 1330]",54,329
20250901_102810,"[741, 1336]",53,330
20250901_102820,"[797, 1348]",55,337
20250901_102830,"[756, 1412]",48,336
20250901_102840,"[726, 1443]",45,334
20250901_102850,"[728, 1506]",40,337
20250901_102900,"[767, 1454]",45,339
20250901_102910,"[749, 1428]",47,336
20250901_102920,"[782, 1416]",49,339
20250901_102930,"[797, 1478]",44,343
20250901_102940,"[799, 1477]",44,343
20250901_102950,"[741, 1353]",52,331
20250901_103000,"[722, 1332]",53,327
20250901_103010,"[716, 1346]",51,328
20250901_103020,"[676, 1426]",44,329
20250901_103030,"[779, 1437]",47,339
20250901_103040,"[748, 1347]",53,331
20250901_103050,"[672, 1299]",52,320
20250901_103100,"[733, 1341]",53,329
20250901_103110,"[736, 1393]",49,333
20250901_103120,"[730, 1421]",46,333
20250901_103130,"[688, 1368]",49,326
20250901_103140,"[723, 1383]",49,331
20250901_103150,"[757, 1378]",51,334
20250901_103200,"[820, 1351]",55,340
20250901_103210,"[808, 1348]",55,339
20250901_103220,"[780, 1404]",50,338
20250901_103230,"[706, 1361]",50,328
20250901_103240,"[657, 1408]",44,326
20250901_103250,"[720, 1445]",44,334
20250901_103300,"[728, 1394]",48,332
20250901_103310,"[747, 1381]",50,333
20250901_103320,"[776, 1360]",53,335
20250901_103330,"[764, 1392]",50,336
20250901_103340,"[756, 1359]",52,333
20250901_103350,"[804, 1371]",53,339
20250901_103400,"[781, 1370]",52,336
20250901_103410,"[807, 1353]",54,339
20250901_103420,"[845, 1389]",53,345
20250901_103430,"[833, 1458]",46,346
20250901_103440,"[840, 1441]",48,346
20250901_103450,"[731, 1351]",52,330
20250901_103500,"[803, 1343]",55,338
20250901_103510,"[831, 1335]",57,341
20250901_103520,"[840, 1473]",45,347
20250901_103530,"[823, 1467]",46,345
20250901_103540,"[713, 1432]",45,332
20250901_103550,"[711, 1412]",46,331
20250901_103600,"[743, 1347]",53,331
20250901_103610,"[766, 1330]",55,332
20250901_103620,"[762, 1378]",51,335
20250901_103630,"[714, 1325]",53,326
20250901_103640,"[632, 1260]",53,312
20250901_103650,"[635, 1234]",54,310
20250901_103700,"[687, 1267]",55,318
20250901_103710,"[655, 1231]",56,312
20250901_103720,"[590, 1275]",49,310
20250901_103730,"[644, 1338]",48,320
20250901_103740,"[682, 1357]",49,325
20250901_103750,"[713, 1383]",49,330
20250901_103800,"[669, 1319]",51,321
20250901_103810,"[666, 1299]",52,319
20250901_103820,"[776, 1408]",49,338
20250901_103830,"[733, 1388]",49,332
20250901_103840,"[658, 1346]",49,322
20250901_103850,"[594, 1320]",47,315
20250901_103900,"[629, 1389]",44,322
20250901_103910,"[594, 1293]",48,312
20250901_103920,"[554, 771]",52,245
20250901_103930,"[699, 1301]",54,323
20250901_103940,"[782, 1289]",59,332
20250901_103950,"[719, 1223]",60,318
20250901_104000,"[654, 1260]",54,314
20250901_104010,"[645, 1317]",50,319
20250901_104020,"[714, 1373]",49,329
20250901_104030,"[776, 1415]",49,338
20250901_104040,"[691, 1427]",44,330
20250901_104050,"[613, 1357]",45,319
20250901_104100,"[648, 1336]",49,320
20250901_104110,"[701, 1373]",49,328
20250901_104120,"[686, 1360]",49,326
20250901_104130,"[573, 1264]",48,308
20250901_104140,"[554, 1236]",48,304
20250901_104150,"[583, 1333]",45,315
20250901_104200,"[579, 1276]",48,310
20250901_104210,"[595, 1307]",47,314
20250901_104220,"[626, 1255]",52,311
20250901_104230,"[697, 1260]",56,319
20250901_104240,"[802, 1348]",55,338
20250901_104250,"[740, 1388]",49,333
20250901_104300,"[772, 1385]",51,336
20250901_104310,"[706, 1343]",51,326
20250901_104320,"[708, 1341]",51,327
20250901_104330,"[765, 1370]",52,335
20250901_104340,"[677, 1326]",51,322
20250901_104350,"[639, 1314]",50,318
20250901_104400,"[755, 1360]",52,333
20250901_104410,"[796, 1340]",55,337
20250901_104420,"[853, 1334]",57,344
20250901_104430,"[757, 1330]",54,331
20250901_104440,"[685, 1333]",51,324
20250901_104450,"[638, 1282]",52,315
20250901_104500,"[610, 1328]",47,316
20250901_104510,"[594, 1290]",48,312
20250901_104520,"[626, 1252]",53,311
20250901_104530,"[675, 1336]",50,323
20250901_104540,"[685, 1400]",46,328
20250901_104550,"[733, 1445]",45,335
20250901_104600,"[674, 1300]",53,320
20250901_104610,"[666, 1329]",50,321
20250901_104620,"[599, 1239]",52,308
20250901_104630,"[545, 1177]",50,298
20250901_104640,"[634, 1226]",55,309
20250901_104650,"[722, 1336]",52,328
20250901_104700,"[698, 1400]",47,329
20250901_104710,"[595, 1384]",43,319
20250901_104720,"[561, 1338]",43,313
20250901_104730,"[593, 1345]",45,316
20250901_104740,"[657, 1348]",48,322
20250901_104750,"[735, 1339]",53,329
20250901_104800,"[658, 1263]",54,315
20250901_104810,"[682, 1267]",55,318
20250901_104820,"[690, 1307]",53,322
20250901_104830,"[622, 1278]",51,313
20250901_104840,"[568, 1215]",51,303
20250901_104850,"[682, 1382]",47,327
20250901_104900,"[813, 1447]",47,343
20250901_104910,"[844, 1381]",53,345
20250901_104920,"[746, 1308]",56,328
20250901_104930,"[737, 1278]",57,325
20250901_104940,"[754, 1250]",60,325
20250901_104950,"[713, 1306]",54,324
20250901_105000,"[696, 1352]",50,326
20250901_105010,"[699, 1370]",49,328
20250901_105020,"[720, 1407]",47,332
20250901_105030,"[717, 1365]",50,329
20250901_105040,"[760, 1391]",50,335
20250901_105050,"[715, 1524]",38,337
20250901_105100,"[676, 1365]",48,325
20250901_105110,"[642, 1295]",51,316
20250901_105120,"[722, 1241]",59,320
20250901_105130,"[765, 1190]",65,320
20250901_105140,"[695, 1295]",54,322
20250901_105150,"[684, 1316]",52,322
20250901_105200,"[762, 1420]",48,337
20250901_105210,"[751, 1488]",42,338
20250901_105220,"[700, 1413]",46,330
20250901_105230,"[685, 1336]",51,324
20250901_105240,"[677, 1266]",55,317
20250901_105250,"[696, 1288]",55,321
20250901_105300,"[685, 1306]",53,322
20250901_105310,"[743, 1300]",56,327
20250901_105320,"[839, 1383]",53,344
20250901_105330,"[841, 1435]",49,346
20250901_105340,"[754, 1461]",44,338
20250901_105350,"[734, 1403]",48,333
20250901_105400,"[642, 1296]",51,317
20250901_105410,"[676, 1334]",50,323
20250901_105420,"[708, 1300]",54,323
20250901_105430,"[663, 1287]",53,318
20250901_105440,"[660, 1310]",51,319
20250901_105450,"[646, 1294]",51,317
20250901_105500,"[665, 1266]",54,316
20250901_105510,"[754, 861]",71,244
20250901_105520,"[707, 1442]",44,332
20250901_105530,"[690, 1411]",45,329
20250901_105540,"[670, 1389]",46,326
20250901_105550,"[680, 1368]",48,326
20250901_105600,"[759, 1321]",55,331
20250901_105610,"[727, 1271]",57,323
20250901_105620,"[656, 1282]",53,317
20250901_105630,"[714, 1352]",51,328
20250901_105640,"[816, 1351]",55,340
20250901_105650,"[805, 1362]",54,339
20250901_105700,"[716, 1368]",50,329
20250901_105710,"[666, 1384]",46,325
20250901_105720,"[696, 1318]",52,324
20250901_105730,"[682, 1308]",52,321
20250901_105740,"[721, 1281]",56,323
20250901_105750,"[684, 1283]",54,319
20250901_105800,"[676, 1333]",50,323
20250901_105810,"[609, 1263]",51,311
20250901_105820,"[607, 1279]",50,312
20250901_105830,"[637, 1269]",52,314
20250901_105840,"[1097, 647]",61,156
20250901_105850,"[635, 1346]",47,320
20250901_105900,"[595, 1350]",45,317
20250901_105910,"[611, 1341]",46,318
20250901_105920,"[570, 1281]",47,309
20250901_105930,"[553, 1250]",48,305
20250901_105940,"[612, 1305]",49,315
20250901_105950,"[684, 1317]",52,322
20250901_110000,"[626, 1276]",51,313
20250901_110010,"[633, 1325]",49,318
20250901_110020,"[650, 1355]",48,322
20250901_110030,"[642, 1347]",48,321
20250901_110040,"[650, 1244]",55,312
20250901_110050,"[686, 1285]",54,320
20250901_110100,"[686, 1341]",50,324
20250901_110110,"[548, 1202]",50,300
20250901_110120,"[477, 1166]",46,293
20250901_110130,"[554, 1274]",47,308
20250901_110140,"[618, 1331]",47,317
20250901_110150,"[627, 1301]",50,316
20250901_110200,"[642, 1341]",48,320
20250901_110210,"[744, 1412]",48,334
20250901_110220,"[606, 1235]",52,308
20250901_110230,"[597, 1140]",56,296
20250901_110240,"[643, 1280]",52,315
20250901_110250,"[638, 1328]",49,319
20250901_110300,"[623, 1265]",52,312
20250901_110310,"[603, 1260]",51,310
20250901_110320,"[649, 1265]",53,314
20250901_110330,"[618, 1235]",53,309
20250901_110340,"[578, 1306]",46,312
20250901_110350,"[654, 1396]",45,325
20250901_110400,"[662, 1383]",46,325
20250901_110410,"[683, 1370]",48,326
20250901_110420,"[602, 1354]",45,318
20250901_110430,"[672, 1378]",47,325
20250901_110440,"[648, 1388]",45,324
20250901_110450,"[606, 1340]",46,317
20250901_110500,"[603, 1309]",48,314
20250901_110510,"[570, 1275]",48,309
20250901_110520,"[592, 1340]",45,316
20250901_110530,"[653, 1389]",45,324
20250901_110540,"[589, 1351]",44,316
20250901_110550,"[566, 1303]",46,311
20250901_110600,"[568, 1355]",43,315
20250901_110610,"[670, 1375]",47,325
20250901_110620,"[668, 1351]",49,323
20250901_110630,"[642, 1260]",53,313
20250901_110640,"[602, 1247]",51,309
20250901_110650,"[610, 1198]",54,304
20250901_110700,"[629, 1243]",53,311
20250901_110710,"[626, 1242]",53,310
20250901_110720,"[613, 1343]",46,318
20250901_110730,"[612, 1326]",47,316
20250901_110740,"[581, 1229]",51,305
20250901_110750,"[577, 1193]",52,301
20250901_110800,"[629, 1242]",53,310
20250901_110810,"[618, 1279]",51,313
20250901_110820,"[652, 1313]",50,319
20250901_110830,"[695, 1331]",52,324
20250901_110840,"[658, 1340]",49,322
20250901_110850,"[645, 1311]",50,318
20250901_110900,"[661, 1351]",48,323
20250901_110910,"[703, 1367]",49,328
20250901_110920,"[663, 1357]",48,323
20250901_110930,"[644, 1367]",46,322
20250901_110940,"[641, 1377]",46,323
20250901_110950,"[584, 1364]",43,317
20250901_111000,"[618, 1321]",48,317
20250901_111010,"[602, 1195]",54,303
20250901_111020,"[605, 1223]",53,307
20250901_111030,"[607, 1299]",49,314
20250901_111040,"[625, 1345]",47,319
20250901_111050,"[621, 1408]",42,323
20250901_111100,"[629, 1421]",42,324
20250901_111110,"[594, 1378]",43,319
20250901_111120,"[642, 1339]",48,320
20250901_111130,"[630, 1300]",50,316
20250901_111140,"[717, 1365]",50,329
20250901_111150,"[755, 1319]",55,330
20250901_111200,"[708, 1304]",54,324
20250901_111210,"[699, 1270]",56,320
20250901_111220,"[711, 1285]",56,323
20250901_111230,"[712, 1255]",58,320
20250901_111240,"[776, 1229]",63,326
20250901_111250,"[757, 1229]",62,323
20250901_111300,"[662, 1245]",55,314
20250901_111310,"[613, 1287]",50,313
20250901_111320,"[661, 1196]",58,308
20250901_111330,"[748, 1240]",61,323
20250901_111340,"[752, 1288]",57,328
20250901_111350,"[788, 1288]",59,332
20250901_111400,"[747, 1404]",48,334
20250901_111410,"[714, 1443]",44,333
20250901_111420,"[659, 1365]",47,323
20250901_111430,"[723, 1306]",55,326
20250901_111440,"[692, 1264]",56,319
20250901_111450,"[656, 1277]",53,316
20250901_111500,"[761, 1432]",47,337
20250901_111510,"[727, 1377]",50,331
20250901_111520,"[708, 1335]",52,326
20250901_111530,"[703, 1429]",45,331
20250901_111540,"[716, 1386]",48,330
20250901_111550,"[762, 1379]",51,335
20250901_111600,"[736, 1312]",55,328
20250901_111610,"[739, 1285]",57,326
20250901_111620,"[746, 1272]",58,326
20250901_111630,"[586, 1211]",52,304
20250901_111640,"[1074, 724]",68,154
20250901_111650,"[773, 1291]",58,331
20250901_111700,"[1073, 724]",68,154
20250901_111710,"[1066, 740]",70,154
20250901_111720,"[688, 1364]",49,326
20250901_111730,"[655, 1360]",47,323
20250901_111740,"[715, 1368]",50,329
20250901_111750,"[791, 1459]",45,341
20250901_111800,"[719, 1376]",49,330
20250901_111810,"[572, 1264]",48,308
20250901_111820,"[624, 1227]",54,308
20250901_111830,"[701, 1279]",55,321
20250901_111840,"[740, 1350]",52,331
20250901_111850,"[639, 1327]",49,319
20250901_111900,"[655, 1373]",47,324
20250901_111910,"[636, 1420]",42,325
20250901_111920,"[581, 1327]",45,314
20250901_111930,"[579, 1264]",49,309
20250901_111940,"[685, 1306]",53,322
20250901_111950,"[654, 1325]",50,320
20250901_112000,"[603, 1306]",48,314
20250901_112010,"[612, 1344]",46,318
20250901_112020,"[610, 1322]",47,316
20250901_112030,"[615, 1394]",43,322
20250901_112040,"[626, 1419]",42,324
20250901_112050,"[598, 1363]",44,318
20250901_112100,"[597, 1331]",46,316
20250901_112110,"[638, 1303]",50,317
20250901_112120,"[720, 1386]",49,331
20250901_112130,"[693, 1408]",46,329
20250901_112140,"[638, 1384]",45,323
20250901_112150,"[611, 1283]",50,313
20250901_112200,"[601, 1346]",45,317
20250901_112210,"[606, 1362]",45,319
20250901_112220,"[636, 1365]",46,321
20250901_112230,"[632, 1354]",47,320
20250901_112240,"[645, 1282]",52,316
20250901_112250,"[667, 1195]",58,309
20250901_112300,"[739, 1307]",55,328
20250901_112310,"[770, 1359]",53,335
20250901_112320,"[732, 1408]",47,333
20250901_112330,"[772, 1458]",45,339
20250901_112340,"[747, 1428]",46,336
20250901_112350,"[748, 1456]",44,337
20250901_112400,"[658, 1456]",41,329
20250901_112410,"[554, 1370]",41,315
20250901_112420,"[557, 1322]",44,312
20250901_112430,"[580, 1256]",49,308
20250901_112440,"[563, 1228]",50,304
20250901_112450,"[659, 1236]",56,313
20250901_112500,"[698, 1340]",51,325
20250901_112510,"[715, 1436]",45,333
20250901_112520,"[672, 1400]",45,327
20250901_112530,"[690, 1372]",48,327
20250901_112540,"[667, 1354]",48,323
20250901_112550,"[709, 1353]",51,327
20250901_112600,"[707, 1354]",50,327
20250901_112610,"[709, 1313]",54,325
20250901_112620,"[686, 1328]",51,323
20250901_112630,"[650, 1351]",48,322
20250901_112640,"[666, 1324]",50,321
20250901_112650,"[646, 1264]",53,314
20250901_112700,"[737, 1359]",51,331
20250901_112710,"[764, 1397]",50,336
20250901_112720,"[687, 1344]",50,325
20250901_112730,"[667, 1322]",51,321
20250901_112740,"[677, 1279]",54,318
