time,"coordinates [x,y]",elevation,azimuth
20250829_112030,"[1095, 746]",69,58
20250829_112040,"[1097, 766]",70,55
20250829_112050,"[807, 500]",49,108
20250829_112100,"[1104, 808]",73,47
20250829_112110,"[1063, 664]",64,71
20250829_112120,"[807, 540]",52,110
20250829_112130,"[872, 554]",55,102
20250829_112140,"[872, 570]",56,103
20250829_112150,"[778, 551]",52,114
20250829_112200,"[911, 588]",59,98
20250829_112210,"[874, 619]",61,104
20250829_112220,"[884, 620]",61,103
20250829_112230,"[791, 623]",58,117
20250829_112240,"[578, 1711]",16,243
20250829_112250,"[917, 559]",56,96
20250829_112300,"[887, 693]",67,105
20250829_112310,"[1249, 1030]",65,346
20250829_112320,"[892, 732]",70,107
20250829_112330,"[786, 567]",54,114
20250829_112340,"[895, 432]",45,97
20250829_112350,"[911, 443]",46,95
