time,altitude
2025-09-01 09:00:32.990731008,107.86387780195194
2025-09-01 09:01:00.940659968,115.01005869268195
2025-09-01 09:01:28.880694016,102.98565714188794
2025-09-01 09:01:56.830661888,99.95187676581378
2025-09-01 09:02:24.770662144,105.67228483151175
2025-09-01 09:02:52.720666880,106.06229463293741
2025-09-01 09:03:20.660679936,121.34581777207998
2025-09-01 09:03:48.610661120,102.39378548453044
2025-09-01 09:04:16.560683008,105.11258453076229
2025-09-01 09:04:44.510680064,106.20622974179722
2025-09-01 09:05:12.910664192,111.5336057422514
2025-09-01 09:05:40.860683008,116.85182402945328
2025-09-01 09:06:08.820660992,118.76095477539583
2025-09-01 09:06:36.770683904,101.94049743135318
2025-09-01 09:07:04.730649088,109.90663035479193
2025-09-01 09:07:32.680664064,105.57871287487626
2025-09-01 09:08:00.630661120,111.48949976827502
2025-09-01 09:08:28.580663040,115.23323134138441
2025-09-01 09:08:56.530673152,114.83026428352603
2025-09-01 09:09:24.470725120,102.49909407570732
2025-09-01 09:09:52.420686080,113.05850110579784
2025-09-01 09:10:25.090689024,106.49446905117424
2025-09-01 09:10:53.030670848,115.81714070031686
2025-09-01 09:11:20.970823168,126.57825187732372
2025-09-01 09:11:48.920658944,107.33980471409168
2025-09-01 09:12:16.860678912,92.77446493650827
2025-09-01 09:12:44.810656000,125.02151248519917
2025-09-01 09:13:12.760691968,112.78116729361565
2025-09-01 09:13:40.710664960,112.4079081583843
2025-09-01 09:14:08.660705024,125.00931605140605
2025-09-01 09:14:36.610661888,127.27948733372915
2025-09-01 09:15:04.560695808,98.97073497946215
2025-09-01 09:15:48.720645888,125.09657185835748
2025-09-01 09:16:16.670660096,122.68368111642988
2025-09-01 09:16:44.610668800,104.26926849639098
2025-09-01 09:17:12.560712192,120.35627437743084
2025-09-01 09:17:40.510662144,107.54203428922793
2025-09-01 09:18:08.460689920,109.47937471376406
2025-09-01 09:18:36.400691968,117.47823056632627
2025-09-01 09:19:04.350682880,116.63052239678542
2025-09-01 09:19:32.310756864,98.44006270515925
2025-09-01 09:20:00.260695040,110.83200061734988
2025-09-01 09:20:45.840652032,120.44058275296432
2025-09-01 09:21:13.790659840,101.87266744722349
2025-09-01 09:21:41.750673920,117.82005836975537
2025-09-01 09:22:09.710649856,112.09257204743179
2025-09-01 09:22:37.670658048,109.83109659550658
2025-09-01 09:23:05.620659968,110.8707778976802
2025-09-01 09:23:33.580653824,118.67114422920373
2025-09-01 09:24:01.530657024,110.60030933647924
2025-09-01 09:24:29.480659968,117.02660170632674
2025-09-01 09:24:57.430671104,125.7615403996291
2025-09-01 09:25:35.880656128,122.33858100506694
2025-09-01 09:26:03.830682112,121.4368409396211
2025-09-01 09:26:31.770673152,106.70629227806398
2025-09-01 09:26:59.720660992,105.36354323705916
2025-09-01 09:27:27.660700928,112.53566398473134
2025-09-01 09:27:55.600655104,108.65929861199577
2025-09-01 09:28:23.540668928,116.31961539283779
2025-09-01 09:28:51.480673024,94.87480672329521
2025-09-01 09:29:19.420679936,95.92262330212542
2025-09-01 09:29:47.360698112,109.39732728651424
2025-09-01 09:30:16.070692096,110.16835094521062
2025-09-01 09:30:44.010699008,107.23906529402345
2025-09-01 09:31:11.950767872,104.64051965815224
2025-09-01 09:31:39.890650112,102.30253259531159
2025-09-01 09:32:07.820681984,116.47565771249646
2025-09-01 09:32:35.750678016,103.2937829978634
2025-09-01 09:33:03.670664192,120.62824848139651
2025-09-01 09:33:31.600659968,109.58453069279517
2025-09-01 09:33:59.540697088,116.06523386343551
2025-09-01 09:34:27.490670848,110.9424634362052
2025-09-01 09:34:55.440653056,98.35246566374667
2025-09-01 09:35:30.540680960,114.73498385975738
2025-09-01 09:35:58.490652928,118.92452437109885
2025-09-01 09:36:26.440689920,119.01315820374248
2025-09-01 09:36:54.380649984,109.16743911149591
2025-09-01 09:37:22.330654976,120.79275136306696
2025-09-01 09:37:50.280654848,106.31505958838885
2025-09-01 09:38:18.230648064,101.35693223743458
2025-09-01 09:38:46.180676096,102.67096294622942
2025-09-01 09:39:14.130671104,116.16553705963204
2025-09-01 09:39:42.080658944,114.44989267010794
2025-09-01 09:40:12.070682880,111.8332323755465
2025-09-01 09:40:40.020684032,115.492180851564
2025-09-01 09:41:07.970769920,111.2419713185007
2025-09-01 09:41:35.920658944,117.0023113532301
2025-09-01 09:42:03.870664960,128.70166101341582
2025-09-01 09:42:31.820651008,114.16638197778015
2025-09-01 09:42:59.760695808,110.00933324428313
2025-09-01 09:43:27.710653184,112.07027916585422
2025-09-01 09:43:55.660696064,106.19289184374614
2025-09-01 09:44:23.610663936,118.03927225980426
2025-09-01 09:44:51.560686080,115.78408185955777
2025-09-01 09:45:22.610656000,117.07670947784527
2025-09-01 09:45:50.570665984,114.50761230586683
2025-09-01 09:46:18.530664960,122.62901676370774
2025-09-01 09:46:46.490659840,120.20424890434234
2025-09-01 09:47:14.450705152,110.1694704368235
2025-09-01 09:47:42.400675072,109.86075386122869
2025-09-01 09:48:10.360684032,103.36898873592386
2025-09-01 09:48:38.320689920,115.03830821900746
2025-09-01 09:49:06.270686976,115.25067140007327
2025-09-01 09:49:34.220658176,100.56141849522578
2025-09-01 09:50:02.180666880,120.7238507108576
2025-09-01 09:50:46.350676992,112.1724675487821
2025-09-01 09:51:14.300647936,107.98651684454623
2025-09-01 09:51:42.240685824,121.79496754501467
2025-09-01 09:52:10.190667008,126.60883985878073
2025-09-01 09:52:38.130672896,108.98224336707638
2025-09-01 09:53:06.080647936,89.7364630870115
