time,"coordinates [x,y]",elevation,azimuth
20250829_112040,"[1097, 766]",172,55
20250829_112050,"[807, 500]",203,108
20250829_112100,"[1104, 808]",169,47
20250829_112110,"[1063, 664]",182,71
20250829_112120,"[807, 540]",198,110
20250829_112130,"[872, 554]",194,102
20250829_112140,"[872, 570]",192,103
20250829_112150,"[778, 551]",198,114
20250829_112200,"[911, 588]",189,98
20250829_112210,"[874, 619]",186,104
20250829_112220,"[884, 620]",186,103
20250829_112230,"[791, 623]",190,117
20250829_112240,"[578, 1711]",246,243
20250829_112250,"[917, 559]",193,96
20250829_112300,"[887, 693]",177,105
20250829_112310,"[1249, 1030]",180,346
20250829_112320,"[892, 732]",172,107
20250829_112330,"[786, 567]",196,114
20250829_112340,"[895, 432]",209,97
20250829_112350,"[911, 443]",207,95
