time,"coordinates [x,y]",x,y,x_deviation,y_deviation,valid
20250903_142000,"[817, 718]",817,718,65.97113402061859,-288.49278350515465,False
20250903_142010,"[877, 677]",877,677,125.97113402061859,-329.49278350515465,False
20250903_142020,"[815, 719]",815,719,63.97113402061859,-287.49278350515465,False
20250903_142030,"[918, 1384]",918,1384,166.9711340206186,377.50721649484535,False
20250903_142040,"[815, 718]",815,718,63.97113402061859,-288.49278350515465,False
20250903_142050,"[828, 735]",828,735,76.97113402061859,-271.49278350515465,False
20250903_142100,"[827, 736]",827,736,75.97113402061859,-270.49278350515465,False
20250903_142110,"[818, 722]",818,722,66.97113402061859,-284.49278350515465,False
20250903_142120,"[987, 1456]",987,1456,235.9711340206186,449.50721649484535,False
20250903_142130,"[790, 483]",790,483,38.97113402061859,-523.4927835051546,False
20250903_142140,"[474, 800]",474,800,-277.0288659793814,-206.49278350515465,False
20250903_142150,"[821, 539]",821,539,69.97113402061859,-467.49278350515465,False
20250903_142200,"[884, 1531]",884,1531,132.9711340206186,524.5072164948454,False
20250903_142210,"[509, 829]",509,829,-242.0288659793814,-177.49278350515465,False
20250903_142220,"[943, 1427]",943,1427,191.9711340206186,420.50721649484535,False
20250903_142230,"[828, 533]",828,533,76.97113402061859,-473.49278350515465,False
20250903_142240,"[925, 1423]",925,1423,173.9711340206186,416.50721649484535,False
20250903_142250,"[852, 791]",852,791,100.97113402061859,-215.49278350515465,False
20250903_142300,"[975, 1440]",975,1440,223.9711340206186,433.50721649484535,False
20250903_142310,"[510, 891]",510,891,-241.0288659793814,-115.49278350515465,False
20250903_142320,"[986, 399]",986,399,234.9711340206186,-607.4927835051546,False
20250903_142330,"[917, 1387]",917,1387,165.9711340206186,380.50721649484535,False
20250903_142340,"[848, 559]",848,559,96.97113402061859,-447.49278350515465,False
20250903_142350,"[917, 1404]",917,1404,165.9711340206186,397.50721649484535,False
20250903_142400,"[886, 575]",886,575,134.9711340206186,-431.49278350515465,False
20250903_142410,"[491, 884]",491,884,-260.0288659793814,-122.49278350515465,False
20250903_142420,"[933, 1415]",933,1415,181.9711340206186,408.50721649484535,False
20250903_142430,"[551, 415]",551,415,-200.0288659793814,-591.4927835051546,False
20250903_142440,"[743, 1486]",743,1486,-8.028865979381408,479.50721649484535,False
20250903_142450,"[826, 1518]",826,1518,74.97113402061859,511.50721649484535,False
20250903_142500,"[778, 1502]",778,1502,26.971134020618592,495.50721649484535,False
20250903_142510,"[719, 1488]",719,1488,-32.02886597938141,481.50721649484535,False
20250903_142520,"[704, 1464]",704,1464,-47.02886597938141,457.50721649484535,False
20250903_142530,"[298, 462]",298,462,-453.0288659793814,-544.4927835051546,False
20250903_142540,"[821, 859]",821,859,69.97113402061859,-147.49278350515465,False
20250903_142550,"[851, 1448]",851,1448,99.97113402061859,441.50721649484535,False
20250903_142600,"[916, 1472]",916,1472,164.9711340206186,465.50721649484535,False
20250903_142610,"[879, 1426]",879,1426,127.97113402061859,419.50721649484535,False
20250903_142620,"[821, 1421]",821,1421,69.97113402061859,414.50721649484535,False
20250903_142630,"[890, 1450]",890,1450,138.9711340206186,443.50721649484535,False
20250903_142640,"[910, 1412]",910,1412,158.9711340206186,405.50721649484535,False
20250903_142650,"[933, 1424]",933,1424,181.9711340206186,417.50721649484535,False
20250903_142700,"[886, 1423]",886,1423,134.9711340206186,416.50721649484535,False
20250903_142710,"[832, 1370]",832,1370,80.97113402061859,363.50721649484535,False
20250903_142720,"[852, 1382]",852,1382,100.97113402061859,375.50721649484535,False
20250903_142730,"[964, 1434]",964,1434,212.9711340206186,427.50721649484535,False
20250903_142740,"[978, 1427]",978,1427,226.9711340206186,420.50721649484535,False
20250903_142750,"[943, 1395]",943,1395,191.9711340206186,388.50721649484535,False
20250903_142800,"[1250, 655]",1250,655,498.9711340206186,-351.49278350515465,False
20250903_142810,"[910, 1439]",910,1439,158.9711340206186,432.50721649484535,False
20250903_142820,"[344, 412]",344,412,-407.0288659793814,-594.4927835051546,False
20250903_142830,"[338, 426]",338,426,-413.0288659793814,-580.4927835051546,False
20250903_142840,"[914, 1454]",914,1454,162.9711340206186,447.50721649484535,False
20250903_142850,"[800, 1459]",800,1459,48.97113402061859,452.50721649484535,False
20250903_142900,"[695, 1497]",695,1497,-56.02886597938141,490.50721649484535,False
20250903_142910,"[700, 1500]",700,1500,-51.02886597938141,493.50721649484535,False
20250903_142920,"[800, 1497]",800,1497,48.97113402061859,490.50721649484535,False
20250903_142930,"[816, 1490]",816,1490,64.97113402061859,483.50721649484535,False
20250903_142940,"[843, 1474]",843,1474,91.97113402061859,467.50721649484535,False
20250903_142950,"[900, 1450]",900,1450,148.9711340206186,443.50721649484535,False
20250903_143000,"[925, 1432]",925,1432,173.9711340206186,425.50721649484535,False
20250903_143010,"[928, 1430]",928,1430,176.9711340206186,423.50721649484535,False
20250903_143020,"[879, 1446]",879,1446,127.97113402061859,439.50721649484535,False
20250903_143030,"[773, 1424]",773,1424,21.971134020618592,417.50721649484535,False
20250903_143040,"[761, 1447]",761,1447,9.971134020618592,440.50721649484535,False
20250903_143050,"[807, 1417]",807,1417,55.97113402061859,410.50721649484535,False
20250903_143100,"[842, 1400]",842,1400,90.97113402061859,393.50721649484535,False
20250903_143110,"[854, 1384]",854,1384,102.97113402061859,377.50721649484535,False
20250903_143120,"[904, 1421]",904,1421,152.9711340206186,414.50721649484535,False
20250903_143130,"[849, 1395]",849,1395,97.97113402061859,388.50721649484535,False
20250903_143140,"[832, 1344]",832,1344,80.97113402061859,337.50721649484535,False
20250903_143150,"[868, 1308]",868,1308,116.97113402061859,301.50721649484535,False
20250903_143200,"[864, 1315]",864,1315,112.97113402061859,308.50721649484535,False
20250903_143210,"[861, 1296]",861,1296,109.97113402061859,289.50721649484535,False
20250903_143220,"[902, 1327]",902,1327,150.9711340206186,320.50721649484535,False
20250903_143230,"[925, 1433]",925,1433,173.9711340206186,426.50721649484535,False
20250903_143240,"[896, 1481]",896,1481,144.9711340206186,474.50721649484535,False
20250903_143250,"[853, 1492]",853,1492,101.97113402061859,485.50721649484535,False
20250903_143300,"[793, 1439]",793,1439,41.97113402061859,432.50721649484535,False
20250903_143310,"[793, 1456]",793,1456,41.97113402061859,449.50721649484535,False
20250903_143320,"[720, 1417]",720,1417,-31.028865979381408,410.50721649484535,False
20250903_143330,"[735, 1442]",735,1442,-16.028865979381408,435.50721649484535,False
20250903_143340,"[774, 1436]",774,1436,22.971134020618592,429.50721649484535,False
20250903_143350,"[819, 1391]",819,1391,67.97113402061859,384.50721649484535,False
20250903_143400,"[794, 1408]",794,1408,42.97113402061859,401.50721649484535,False
20250903_143410,"[746, 1413]",746,1413,-5.028865979381408,406.50721649484535,False
20250903_143420,"[755, 1405]",755,1405,3.9711340206185923,398.50721649484535,False
20250903_143430,"[810, 1442]",810,1442,58.97113402061859,435.50721649484535,False
20250903_143440,"[843, 1445]",843,1445,91.97113402061859,438.50721649484535,False
20250903_143450,"[818, 387]",818,387,66.97113402061859,-619.4927835051546,False
20250903_143500,"[832, 392]",832,392,80.97113402061859,-614.4927835051546,False
20250903_143510,"[847, 395]",847,395,95.97113402061859,-611.4927835051546,False
20250903_143520,"[798, 1445]",798,1445,46.97113402061859,438.50721649484535,False
20250903_143530,"[384, 421]",384,421,-367.0288659793814,-585.4927835051546,False
20250903_143540,"[844, 1480]",844,1480,92.97113402061859,473.50721649484535,False
20250903_143550,"[922, 1458]",922,1458,170.9711340206186,451.50721649484535,False
20250903_143600,"[968, 1506]",968,1506,216.9711340206186,499.50721649484535,False
20250903_143610,"[767, 664]",767,664,15.971134020618592,-342.49278350515465,False
20250903_143620,"[813, 1411]",813,1411,61.97113402061859,404.50721649484535,False
20250903_143630,"[603, 602]",603,602,-148.0288659793814,-404.49278350515465,False
20250903_143640,"[749, 1351]",749,1351,-2.0288659793814077,344.50721649484535,False
20250903_143650,"[823, 1426]",823,1426,71.97113402061859,419.50721649484535,False
20250903_143700,"[792, 570]",792,570,40.97113402061859,-436.49278350515465,False
20250903_143710,"[459, 436]",459,436,-292.0288659793814,-570.4927835051546,False
20250903_143720,"[800, 1460]",800,1460,48.97113402061859,453.50721649484535,False
20250903_143730,"[810, 1489]",810,1489,58.97113402061859,482.50721649484535,False
20250903_143740,"[799, 1511]",799,1511,47.97113402061859,504.50721649484535,False
20250903_143750,"[764, 1511]",764,1511,12.971134020618592,504.50721649484535,False
20250903_143800,"[795, 1547]",795,1547,43.97113402061859,540.5072164948454,False
20250903_143810,"[803, 1454]",803,1454,51.97113402061859,447.50721649484535,False
20250903_143820,"[410, 739]",410,739,-341.0288659793814,-267.49278350515465,False
20250903_143830,"[882, 1475]",882,1475,130.9711340206186,468.50721649484535,False
20250903_143840,"[804, 404]",804,404,52.97113402061859,-602.4927835051546,False
20250903_143850,"[434, 688]",434,688,-317.0288659793814,-318.49278350515465,False
20250903_143900,"[451, 807]",451,807,-300.0288659793814,-199.49278350515465,False
20250903_143910,"[856, 415]",856,415,104.97113402061859,-591.4927835051546,False
20250903_143920,"[826, 1445]",826,1445,74.97113402061859,438.50721649484535,False
20250903_143930,"[852, 1421]",852,1421,100.97113402061859,414.50721649484535,False
20250903_143940,"[602, 696]",602,696,-149.0288659793814,-310.49278350515465,False
20250903_143950,"[471, 412]",471,412,-280.0288659793814,-594.4927835051546,False
20250903_144000,"[479, 402]",479,402,-272.0288659793814,-604.4927835051546,False
20250903_144010,"[487, 403]",487,403,-264.0288659793814,-603.4927835051546,False
20250903_144020,"[527, 751]",527,751,-224.0288659793814,-255.49278350515465,False
20250903_144030,"[330, 676]",330,676,-421.0288659793814,-330.49278350515465,False
20250903_144040,"[851, 1504]",851,1504,99.97113402061859,497.50721649484535,False
20250903_144050,"[623, 471]",623,471,-128.0288659793814,-535.4927835051546,False
20250903_144100,"[467, 711]",467,711,-284.0288659793814,-295.49278350515465,False
20250903_144110,"[621, 498]",621,498,-130.0288659793814,-508.49278350515465,False
20250903_144120,"[728, 1428]",728,1428,-23.028865979381408,421.50721649484535,False
20250903_144130,"[843, 474]",843,474,91.97113402061859,-532.4927835051546,False
20250903_144140,"[735, 479]",735,479,-16.028865979381408,-527.4927835051546,False
20250903_144150,"[878, 417]",878,417,126.97113402061859,-589.4927835051546,False
20250903_144200,"[696, 575]",696,575,-55.02886597938141,-431.49278350515465,False
20250903_144210,"[511, 695]",511,695,-240.0288659793814,-311.49278350515465,False
20250903_144220,"[789, 1386]",789,1386,37.97113402061859,379.50721649484535,False
20250903_144230,"[810, 483]",810,483,58.97113402061859,-523.4927835051546,False
20250903_144240,"[463, 596]",463,596,-288.0288659793814,-410.49278350515465,False
20250903_144250,"[826, 1487]",826,1487,74.97113402061859,480.50721649484535,False
