time,"coordinates [x,y]",x,y,x_deviation,y_deviation,valid
20250903_144300,"[874, 1554]",874,1554,122.97113402061859,547.5072164948454,False
20250903_144310,"[856, 1532]",856,1532,104.97113402061859,525.5072164948454,False
20250903_144320,"[890, 1488]",890,1488,138.9711340206186,481.50721649484535,False
20250903_144330,"[343, 669]",343,669,-408.0288659793814,-337.49278350515465,False
20250903_144340,"[767, 685]",767,685,15.971134020618592,-321.49278350515465,False
20250903_144350,"[335, 631]",335,631,-416.0288659793814,-375.49278350515465,False
20250903_144400,"[340, 636]",340,636,-411.0288659793814,-370.49278350515465,False
20250903_144410,"[367, 647]",367,647,-384.0288659793814,-359.49278350515465,False
20250903_144420,"[373, 654]",373,654,-378.0288659793814,-352.49278350515465,False
20250903_144430,"[267, 668]",267,668,-484.0288659793814,-338.49278350515465,False
20250903_144440,"[271, 670]",271,670,-480.0288659793814,-336.49278350515465,False
20250903_144450,"[319, 499]",319,499,-432.0288659793814,-507.49278350515465,False
20250903_144500,"[695, 1052]",695,1052,-56.02886597938141,45.50721649484535,False
20250903_144510,"[295, 607]",295,607,-456.0288659793814,-399.49278350515465,False
20250903_144520,"[883, 408]",883,408,131.9711340206186,-598.4927835051546,False
20250903_144530,"[238, 803]",238,803,-513.0288659793814,-203.49278350515465,False
20250903_144540,"[387, 440]",387,440,-364.0288659793814,-566.4927835051546,False
20250903_144550,"[391, 443]",391,443,-360.0288659793814,-563.4927835051546,False
20250903_144600,"[399, 439]",399,439,-352.0288659793814,-567.4927835051546,False
20250903_144610,"[399, 445]",399,445,-352.0288659793814,-561.4927835051546,False
20250903_144620,"[263, 760]",263,760,-488.0288659793814,-246.49278350515465,False
20250903_144630,"[267, 765]",267,765,-484.0288659793814,-241.49278350515465,False
20250903_144640,"[334, 531]",334,531,-417.0288659793814,-475.49278350515465,False
20250903_144650,"[375, 645]",375,645,-376.0288659793814,-361.49278350515465,False
20250903_144700,"[328, 581]",328,581,-423.0288659793814,-425.49278350515465,False
20250903_144710,"[399, 855]",399,855,-352.0288659793814,-151.49278350515465,False
20250903_144720,"[286, 801]",286,801,-465.0288659793814,-205.49278350515465,False
20250903_144730,"[429, 686]",429,686,-322.0288659793814,-320.49278350515465,False
20250903_144740,"[303, 695]",303,695,-448.0288659793814,-311.49278350515465,False
20250903_144750,"[447, 706]",447,706,-304.0288659793814,-300.49278350515465,False
20250903_144800,"[795, 1418]",795,1418,43.97113402061859,411.50721649484535,False
20250903_144810,"[828, 1369]",828,1369,76.97113402061859,362.50721649484535,False
20250903_144820,"[944, 1357]",944,1357,192.9711340206186,350.50721649484535,False
20250903_144830,"[879, 1342]",879,1342,127.97113402061859,335.50721649484535,False
20250903_144840,"[885, 1404]",885,1404,133.9711340206186,397.50721649484535,False
20250903_144850,"[297, 863]",297,863,-454.0288659793814,-143.49278350515465,False
20250903_144900,"[901, 1343]",901,1343,149.9711340206186,336.50721649484535,False
20250903_144910,"[926, 1373]",926,1373,174.9711340206186,366.50721649484535,False
20250903_144920,"[916, 1368]",916,1368,164.9711340206186,361.50721649484535,False
20250903_144930,"[940, 1402]",940,1402,188.9711340206186,395.50721649484535,False
20250903_144940,"[926, 1424]",926,1424,174.9711340206186,417.50721649484535,False
20250903_144950,"[925, 1417]",925,1417,173.9711340206186,410.50721649484535,False
20250903_145000,"[932, 1421]",932,1421,180.9711340206186,414.50721649484535,False
20250903_145010,"[973, 1402]",973,1402,221.9711340206186,395.50721649484535,False
20250903_145020,"[935, 1384]",935,1384,183.9711340206186,377.50721649484535,False
20250903_145030,"[959, 1371]",959,1371,207.9711340206186,364.50721649484535,False
20250903_145040,"[916, 1376]",916,1376,164.9711340206186,369.50721649484535,False
20250903_145050,"[855, 618]",855,618,103.97113402061859,-388.49278350515465,False
20250903_145100,"[803, 544]",803,544,51.97113402061859,-462.49278350515465,False
20250903_145110,"[932, 1391]",932,1391,180.9711340206186,384.50721649484535,False
20250903_145120,"[967, 1416]",967,1416,215.9711340206186,409.50721649484535,False
20250903_145130,"[951, 1440]",951,1440,199.9711340206186,433.50721649484535,False
20250903_145140,"[904, 1377]",904,1377,152.9711340206186,370.50721649484535,False
20250903_145150,"[847, 1402]",847,1402,95.97113402061859,395.50721649484535,False
20250903_145200,"[818, 1362]",818,1362,66.97113402061859,355.50721649484535,False
20250903_145210,"[738, 1351]",738,1351,-13.028865979381408,344.50721649484535,False
20250903_145220,"[759, 1388]",759,1388,7.971134020618592,381.50721649484535,False
20250903_145230,"[687, 1403]",687,1403,-64.02886597938141,396.50721649484535,False
20250903_145240,"[312, 848]",312,848,-439.0288659793814,-158.49278350515465,False
20250903_145250,"[423, 668]",423,668,-328.0288659793814,-338.49278350515465,False
20250903_145300,"[322, 859]",322,859,-429.0288659793814,-147.49278350515465,False
20250903_145310,"[788, 748]",788,748,36.97113402061859,-258.49278350515465,False
20250903_145320,"[715, 430]",715,430,-36.02886597938141,-576.4927835051546,False
20250903_145330,"[344, 890]",344,890,-407.0288659793814,-116.49278350515465,False
20250903_145340,"[354, 903]",354,903,-397.0288659793814,-103.49278350515465,False
20250903_145350,"[770, 443]",770,443,18.971134020618592,-563.4927835051546,False
20250903_145400,"[779, 451]",779,451,27.971134020618592,-555.4927835051546,False
20250903_145410,"[887, 442]",887,442,135.9711340206186,-564.4927835051546,False
20250903_145420,"[442, 677]",442,677,-309.0288659793814,-329.49278350515465,False
20250903_145430,"[426, 643]",426,643,-325.0288659793814,-363.49278350515465,False
20250903_145440,"[715, 421]",715,421,-36.02886597938141,-585.4927835051546,False
20250903_145450,"[472, 701]",472,701,-279.0288659793814,-305.49278350515465,False
20250903_145500,"[768, 431]",768,431,16.971134020618592,-575.4927835051546,False
20250903_145510,"[499, 703]",499,703,-252.0288659793814,-303.49278350515465,False
20250903_145520,"[444, 611]",444,611,-307.0288659793814,-395.49278350515465,False
20250903_145530,"[528, 698]",528,698,-223.0288659793814,-308.49278350515465,False
20250903_145540,"[753, 516]",753,516,1.9711340206185923,-490.49278350515465,False
20250903_145550,"[557, 719]",557,719,-194.0288659793814,-287.49278350515465,False
20250903_145600,"[571, 729]",571,729,-180.0288659793814,-277.49278350515465,False
20250903_145610,"[587, 741]",587,741,-164.0288659793814,-265.49278350515465,False
20250903_145620,"[836, 423]",836,423,84.97113402061859,-583.4927835051546,False
20250903_145630,"[854, 429]",854,429,102.97113402061859,-577.4927835051546,False
20250903_145640,"[940, 418]",940,418,188.9711340206186,-588.4927835051546,False
20250903_145650,"[803, 446]",803,446,51.97113402061859,-560.4927835051546,False
20250903_145700,"[820, 453]",820,453,68.97113402061859,-553.4927835051546,False
20250903_145710,"[1000, 445]",1000,445,248.9711340206186,-561.4927835051546,False
20250903_145720,"[857, 467]",857,467,105.97113402061859,-539.4927835051546,False
20250903_145730,"[898, 446]",898,446,146.9711340206186,-560.4927835051546,False
20250903_145740,"[904, 472]",904,472,152.9711340206186,-534.4927835051546,False
20250903_145750,"[790, 591]",790,591,38.97113402061859,-415.49278350515465,False
20250903_145800,"[809, 601]",809,601,57.97113402061859,-405.49278350515465,False
20250903_145810,"[813, 1373]",813,1373,61.97113402061859,366.50721649484535,False
20250903_145820,"[850, 624]",850,624,98.97113402061859,-382.49278350515465,False
20250903_145830,"[792, 1468]",792,1468,40.97113402061859,461.50721649484535,False
20250903_145840,"[722, 1373]",722,1373,-29.028865979381408,366.50721649484535,False
20250903_145850,"[752, 1372]",752,1372,0.9711340206185923,365.50721649484535,False
20250903_145900,"[765, 737]",765,737,13.971134020618592,-269.49278350515465,False
20250903_145910,"[800, 1387]",800,1387,48.97113402061859,380.50721649484535,False
20250903_145920,"[765, 737]",765,737,13.971134020618592,-269.49278350515465,False
20250903_145930,"[780, 751]",780,751,28.971134020618592,-255.49278350515465,False
20250903_145940,"[781, 751]",781,751,29.971134020618592,-255.49278350515465,False
20250903_145950,"[780, 752]",780,752,28.971134020618592,-254.49278350515465,False
20250903_150000,"[594, 1364]",594,1364,-157.0288659793814,357.50721649484535,False
20250903_150010,"[704, 552]",704,552,-47.02886597938141,-454.49278350515465,False
20250903_150020,"[599, 656]",599,656,-152.0288659793814,-350.49278350515465,False
20250903_150030,"[807, 1383]",807,1383,55.97113402061859,376.50721649484535,False
20250903_150040,"[779, 752]",779,752,27.971134020618592,-254.49278350515465,False
20250903_150050,"[760, 1333]",760,1333,8.971134020618592,326.50721649484535,False
20250903_150100,"[641, 1329]",641,1329,-110.02886597938141,322.50721649484535,False
20250903_150110,"[710, 1351]",710,1351,-41.02886597938141,344.50721649484535,False
20250903_150120,"[676, 701]",676,701,-75.02886597938141,-305.49278350515465,False
20250903_150130,"[624, 1354]",624,1354,-127.02886597938141,347.50721649484535,False
20250903_150140,"[710, 719]",710,719,-41.02886597938141,-287.49278350515465,False
20250903_150150,"[695, 1402]",695,1402,-56.02886597938141,395.50721649484535,False
20250903_150200,"[763, 1427]",763,1427,11.971134020618592,420.50721649484535,False
20250903_150210,"[790, 1404]",790,1404,38.97113402061859,397.50721649484535,False
20250903_150220,"[755, 1402]",755,1402,3.9711340206185923,395.50721649484535,False
20250903_150230,"[780, 1415]",780,1415,28.971134020618592,408.50721649484535,False
20250903_150240,"[767, 1423]",767,1423,15.971134020618592,416.50721649484535,False
20250903_150250,"[780, 1434]",780,1434,28.971134020618592,427.50721649484535,False
20250903_150300,"[764, 1456]",764,1456,12.971134020618592,449.50721649484535,False
20250903_150310,"[745, 1464]",745,1464,-6.028865979381408,457.50721649484535,False
20250903_150320,"[823, 1476]",823,1476,71.97113402061859,469.50721649484535,False
20250903_150330,"[776, 1471]",776,1471,24.971134020618592,464.50721649484535,False
20250903_150340,"[772, 1436]",772,1436,20.971134020618592,429.50721649484535,False
20250903_150350,"[652, 391]",652,391,-99.02886597938141,-615.4927835051546,False
20250903_150400,"[722, 1399]",722,1399,-29.028865979381408,392.50721649484535,False
