time,"coordinates [x,y]",elevation,azimuth
20250903_135540,"[905, 1445]",49,264
20250903_135550,"[550, 554]",41,135
20250903_135600,"[530, 572]",41,138
20250903_135610,"[539, 605]",43,140
20250903_135620,"[543, 639]",45,142
20250903_135630,"[896, 655]",64,102
20250903_135640,"[971, 684]",67,88
20250903_135650,"[876, 1424]",50,260
20250903_135700,"[883, 1468]",47,261
20250903_135710,"[922, 1480]",46,266
20250903_135720,"[1154, 570]",53,64
20250903_135730,"[827, 1383]",53,253
20250903_135740,"[616, 613]",49,135
20250903_135750,"[916, 551]",55,96
20250903_135800,"[722, 1466]",43,245
20250903_135810,"[936, 637]",63,94
20250903_135820,"[716, 556]",50,121
20250903_135830,"[718, 593]",53,123
20250903_135840,"[729, 631]",56,125
20250903_135850,"[722, 684]",59,131
20250903_135900,"[782, 1411]",49,248
20250903_135910,"[672, 526]",46,124
20250903_135920,"[682, 631]",54,130
20250903_135930,"[975, 672]",66,87
20250903_135940,"[656, 658]",54,135
20250903_135950,"[747, 1438]",46,246
20250903_140000,"[802, 575]",55,112
20250903_140010,"[909, 596]",59,98
20250903_140020,"[898, 515]",52,98
20250903_140030,"[804, 1444]",47,252
20250903_140040,"[759, 673]",61,125
20250903_140050,"[744, 1450]",45,246
20250903_140100,"[844, 711]",67,115
20250903_140110,"[850, 729]",69,115
20250903_140120,"[781, 1487]",43,251
20250903_140130,"[655, 525]",45,125
20250903_140140,"[940, 728]",71,95
20250903_140150,"[850, 730]",69,116
20250903_140200,"[728, 1469]",43,246
20250903_140210,"[559, 511]",39,132
20250903_140220,"[658, 1481]",39,240
20250903_140230,"[507, 596]",41,141
20250903_140240,"[472, 396]",26,131
20250903_140250,"[959, 485]",50,90
20250903_140300,"[847, 1402]",52,256
20250903_140310,"[357, 461]",22,140
20250903_140320,"[843, 1385]",53,255
20250903_140330,"[725, 1357]",51,239
20250903_140340,"[471, 524]",34,138
20250903_140350,"[459, 552]",35,141
20250903_140400,"[383, 456]",24,139
20250903_140410,"[460, 613]",38,145
20250903_140420,"[730, 573]",52,121
20250903_140430,"[399, 455]",25,138
20250903_140440,"[404, 455]",25,138
20250903_140450,"[397, 472]",26,139
20250903_140500,"[391, 495]",27,141
20250903_140510,"[396, 469]",25,139
20250903_140520,"[402, 468]",26,139
20250903_140530,"[406, 469]",26,138
20250903_140540,"[965, 440]",46,89
20250903_140550,"[1131, 615]",58,64
20250903_140600,"[741, 1394]",49,243
20250903_140610,"[320, 591]",26,150
20250903_140620,"[487, 490]",33,135
20250903_140630,"[706, 1428]",45,242
20250903_140640,"[791, 526]",51,111
20250903_140650,"[479, 575]",38,141
20250903_140700,"[749, 588]",54,120
20250903_140710,"[757, 631]",58,122
20250903_140720,"[733, 685]",60,130
20250903_140730,"[660, 547]",47,126
20250903_140740,"[512, 575]",40,139
20250903_140750,"[761, 1432]",47,247
20250903_140800,"[461, 669]",41,150
20250903_140810,"[802, 1464]",45,253
20250903_140820,"[795, 1452]",46,251
20250903_140830,"[855, 1411]",51,257
20250903_140840,"[703, 641]",56,129
20250903_140850,"[595, 592]",46,135
20250903_140900,"[777, 1470]",44,250
20250903_140910,"[773, 1475]",44,250
20250903_140920,"[827, 1459]",46,255
20250903_140930,"[803, 611]",58,114
20250903_140940,"[841, 731]",69,117
20250903_140950,"[450, 455]",28,135
20250903_141000,"[591, 843]",57,162
20250903_141010,"[572, 840]",56,163
20250903_141020,"[909, 1457]",48,264
20250903_141030,"[637, 556]",46,129
20250903_141040,"[772, 1468]",44,250
20250903_141050,"[1037, 508]",51,80
20250903_141100,"[452, 511]",32,139
20250903_141110,"[887, 667]",65,104
20250903_141120,"[823, 436]",44,105
20250903_141130,"[639, 815]",60,156
20250903_141140,"[685, 1475]",40,242
20250903_141150,"[829, 714]",67,118
20250903_141200,"[838, 732]",69,118
20250903_141210,"[838, 731]",69,118
20250903_141220,"[875, 1481]",45,261
20250903_141230,"[796, 764]",69,130
20250903_141240,"[824, 1446]",47,254
20250903_141250,"[896, 514]",52,98
20250903_141300,"[866, 1467]",46,260
20250903_141310,"[888, 1488]",45,262
20250903_141320,"[853, 1480]",45,258
20250903_141330,"[754, 563]",52,117
20250903_141340,"[599, 1443]",39,233
20250903_141350,"[791, 576]",55,114
20250903_141400,"[856, 565]",56,105
20250903_141410,"[875, 573]",57,102
20250903_141420,"[896, 581]",58,100
20250903_141430,"[885, 1455]",48,261
20250903_141440,"[477, 719]",44,153
20250903_141450,"[835, 732]",68,119
20250903_141500,"[835, 733]",69,119
20250903_141510,"[836, 733]",69,119
20250903_141520,"[778, 1535]",39,252
20250903_141530,"[776, 1490]",42,251
20250903_141540,"[791, 1432]",48,250
20250903_141550,"[788, 1388]",51,248
20250903_141600,"[834, 1393]",52,254
20250903_141610,"[920, 1378]",55,265
20250903_141620,"[703, 503]",46,119
20250903_141630,"[972, 1378]",55,272
20250903_141640,"[559, 581]",43,137
20250903_141650,"[667, 584]",50,128
20250903_141700,"[918, 1444]",49,265
20250903_141710,"[695, 599]",52,126
20250903_141720,"[839, 1368]",54,253
20250903_141730,"[836, 1408]",51,255
20250903_141740,"[883, 1430]",50,261
20250903_141750,"[853, 1415]",51,257
20250903_141800,"[808, 1437]",48,252
20250903_141810,"[875, 1447]",48,260
20250903_141820,"[866, 1467]",46,260
20250903_141830,"[1433, 813]",48,17
20250903_141840,"[823, 1443]",48,254
20250903_141850,"[795, 1482]",44,252
20250903_141900,"[844, 1466]",46,257
20250903_141910,"[767, 1366]",52,245
20250903_141920,"[867, 1444]",48,259
20250903_141930,"[943, 1444]",49,268
20250903_141940,"[922, 1432]",50,265
20250903_141950,"[820, 1419]",49,253
20250903_142000,"[817, 718]",67,121
20250903_142010,"[877, 677]",65,106
20250903_142020,"[815, 719]",67,121
20250903_142030,"[918, 1384]",54,264
20250903_142040,"[815, 718]",67,121
20250903_142050,"[828, 735]",68,120
20250903_142100,"[827, 736]",68,121
20250903_142110,"[818, 722]",67,121
20250903_142120,"[987, 1456]",48,273
20250903_142130,"[790, 483]",47,110
20250903_142140,"[474, 800]",47,162
20250903_142150,"[821, 539]",53,108
20250903_142200,"[884, 1531]",41,262
20250903_142210,"[509, 829]",50,164
20250903_142220,"[943, 1427]",51,268
20250903_142230,"[828, 533]",52,107
20250903_142240,"[925, 1423]",51,266
20250903_142250,"[852, 791]",74,123
20250903_142300,"[975, 1440]",49,272
20250903_142310,"[510, 891]",52,171
20250903_142320,"[986, 399]",42,87
20250903_142330,"[917, 1387]",54,264
20250903_142340,"[848, 559]",55,106
20250903_142350,"[917, 1404]",52,264
20250903_142400,"[886, 575]",57,101
20250903_142410,"[491, 884]",50,171
20250903_142420,"[933, 1415]",52,267
20250903_142430,"[551, 415]",32,127
20250903_142440,"[743, 1486]",42,248
20250903_142450,"[826, 1518]",41,256
20250903_142500,"[778, 1502]",41,251
20250903_142510,"[719, 1488]",41,245
20250903_142520,"[704, 1464]",42,243
20250903_142530,"[298, 462]",17,143
20250903_142540,"[821, 859]",76,144
20250903_142550,"[851, 1448]",48,257
20250903_142600,"[916, 1472]",46,265
20250903_142610,"[879, 1426]",50,260
20250903_142620,"[821, 1421]",49,253
20250903_142630,"[890, 1450]",48,262
20250903_142640,"[910, 1412]",52,264
20250903_142650,"[933, 1424]",51,267
20250903_142700,"[886, 1423]",50,261
20250903_142710,"[832, 1370]",54,253
20250903_142720,"[852, 1382]",53,256
20250903_142730,"[964, 1434]",50,270
20250903_142740,"[978, 1427]",51,272
20250903_142750,"[943, 1395]",53,268
20250903_142800,"[1250, 655]",55,46
20250903_142810,"[910, 1439]",49,264
20250903_142820,"[344, 412]",18,138
20250903_142830,"[338, 426]",18,139
20250903_142840,"[914, 1454]",48,265
20250903_142850,"[800, 1459]",46,252
20250903_142900,"[695, 1497]",39,244
20250903_142910,"[700, 1500]",39,244
20250903_142920,"[800, 1497]",42,253
20250903_142930,"[816, 1490]",43,255
20250903_142940,"[843, 1474]",45,257
20250903_142950,"[900, 1450]",48,263
20250903_143000,"[925, 1432]",50,266
20250903_143010,"[928, 1430]",50,266
20250903_143020,"[879, 1446]",48,261
20250903_143030,"[773, 1424]",48,248
20250903_143040,"[761, 1447]",45,248
20250903_143050,"[807, 1417]",49,251
20250903_143100,"[842, 1400]",52,255
20250903_143110,"[854, 1384]",53,256
20250903_143120,"[904, 1421]",51,263
20250903_143130,"[849, 1395]",52,256
20250903_143140,"[832, 1344]",56,252
20250903_143150,"[868, 1308]",60,255
20250903_143200,"[864, 1315]",59,255
20250903_143210,"[861, 1296]",61,254
20250903_143220,"[902, 1327]",59,261
20250903_143230,"[925, 1433]",50,266
20250903_143240,"[896, 1481]",46,263
20250903_143250,"[853, 1492]",44,259
20250903_143300,"[793, 1439]",47,251
20250903_143310,"[793, 1456]",46,251
20250903_143320,"[720, 1417]",46,242
20250903_143330,"[735, 1442]",45,245
20250903_143340,"[774, 1436]",47,249
20250903_143350,"[819, 1391]",52,252
20250903_143400,"[794, 1408]",50,250
20250903_143410,"[746, 1413]",48,245
20250903_143420,"[755, 1405]",49,245
20250903_143430,"[810, 1442]",47,253
20250903_143440,"[843, 1445]",48,256
20250903_143450,"[818, 387]",40,104
20250903_143500,"[832, 392]",41,103
20250903_143510,"[847, 395]",41,101
20250903_143520,"[798, 1445]",47,252
20250903_143530,"[384, 421]",21,137
20250903_143540,"[844, 1480]",45,257
20250903_143550,"[922, 1458]",48,266
20250903_143600,"[968, 1506]",44,271
20250903_143610,"[767, 664]",60,123
20250903_143620,"[813, 1411]",50,252
20250903_143630,"[603, 602]",47,135
20250903_143640,"[749, 1351]",53,242
20250903_143650,"[823, 1426]",49,254
20250903_143700,"[792, 570]",54,113
20250903_143710,"[459, 436]",28,134
20250903_143720,"[800, 1460]",46,252
20250903_143730,"[810, 1489]",43,254
20250903_143740,"[799, 1511]",41,254
20250903_143750,"[764, 1511]",40,250
20250903_143800,"[795, 1547]",38,254
20250903_143810,"[803, 1454]",46,252
20250903_143820,"[410, 739]",40,158
20250903_143830,"[882, 1475]",46,261
20250903_143840,"[804, 404]",41,106
20250903_143850,"[434, 688]",40,153
20250903_143900,"[451, 807]",45,163
20250903_143910,"[856, 415]",43,101
20250903_143920,"[826, 1445]",47,255
20250903_143930,"[852, 1421]",50,257
20250903_143940,"[602, 696]",52,144
20250903_143950,"[471, 412]",27,132
20250903_144000,"[479, 402]",26,131
20250903_144010,"[487, 403]",27,130
20250903_144020,"[527, 751]",49,154
20250903_144030,"[330, 676]",31,156
20250903_144040,"[851, 1504]",43,259
20250903_144050,"[623, 471]",40,125
20250903_144100,"[467, 711]",43,153
20250903_144110,"[621, 498]",41,126
20250903_144120,"[728, 1428]",46,244
20250903_144130,"[843, 474]",48,104
20250903_144140,"[735, 479]",45,115
20250903_144150,"[878, 417]",43,99
20250903_144200,"[696, 575]",51,124
20250903_144210,"[511, 695]",46,149
20250903_144220,"[789, 1386]",51,248
20250903_144230,"[810, 483]",48,107
20250903_144240,"[463, 596]",38,144
20250903_144250,"[826, 1487]",44,256
20250903_144300,"[874, 1554]",39,262
20250903_144310,"[856, 1532]",41,260
20250903_144320,"[890, 1488]",45,262
20250903_144330,"[343, 669]",32,155
20250903_144340,"[767, 685]",62,125
20250903_144350,"[335, 631]",29,152
20250903_144400,"[340, 636]",30,152
20250903_144410,"[367, 647]",33,152
20250903_144420,"[373, 654]",33,152
20250903_144430,"[267, 668]",25,157
20250903_144440,"[271, 670]",25,157
20250903_144450,"[319, 499]",21,144
20250903_144500,"[695, 1052]",67,199
20250903_144510,"[295, 607]",25,152
20250903_144520,"[883, 408]",43,98
20250903_144530,"[238, 803]",26,168
20250903_144540,"[387, 440]",23,138
20250903_144550,"[391, 443]",23,138
20250903_144600,"[399, 439]",24,137
20250903_144610,"[399, 445]",24,137
20250903_144620,"[263, 760]",28,164
20250903_144630,"[267, 765]",28,164
20250903_144640,"[334, 531]",24,146
20250903_144650,"[375, 645]",33,152
20250903_144700,"[328, 581]",26,149
20250903_144710,"[399, 855]",42,169
20250903_144720,"[286, 801]",31,167
20250903_144730,"[429, 686]",39,153
20250903_144740,"[303, 695]",29,158
20250903_144750,"[447, 706]",41,154
20250903_144800,"[795, 1418]",49,250
20250903_144810,"[828, 1369]",54,252
20250903_144820,"[944, 1357]",57,268
20250903_144830,"[879, 1342]",57,258
20250903_144840,"[885, 1404]",52,260
20250903_144850,"[297, 863]",33,172
20250903_144900,"[901, 1343]",57,261
20250903_144910,"[926, 1373]",55,265
20250903_144920,"[916, 1368]",55,264
20250903_144930,"[940, 1402]",53,267
20250903_144940,"[926, 1424]",51,266
20250903_144950,"[925, 1417]",51,266
20250903_145000,"[932, 1421]",51,267
20250903_145010,"[973, 1402]",53,272
20250903_145020,"[935, 1384]",54,267
20250903_145030,"[959, 1371]",55,270
20250903_145040,"[916, 1376]",55,264
20250903_145050,"[855, 618]",60,107
20250903_145100,"[803, 544]",53,111
20250903_145110,"[932, 1391]",54,266
20250903_145120,"[967, 1416]",52,271
20250903_145130,"[951, 1440]",49,269
20250903_145140,"[904, 1377]",55,262
20250903_145150,"[847, 1402]",52,256
20250903_145200,"[818, 1362]",54,251
20250903_145210,"[738, 1351]",52,240
20250903_145220,"[759, 1388]",50,245
20250903_145230,"[687, 1403]",46,238
20250903_145240,"[312, 848]",34,170
20250903_145250,"[423, 668]",38,151
20250903_145300,"[322, 859]",35,171
20250903_145310,"[788, 748]",67,129
20250903_145320,"[715, 430]",40,115
20250903_145330,"[344, 890]",37,174
20250903_145340,"[354, 903]",38,175
20250903_145350,"[770, 443]",43,110
20250903_145400,"[779, 451]",44,110
20250903_145410,"[887, 442]",46,98
20250903_145420,"[442, 677]",40,151
20250903_145430,"[426, 643]",37,149
20250903_145440,"[715, 421]",40,114
20250903_145450,"[472, 701]",43,152
20250903_145500,"[768, 431]",42,110
20250903_145510,"[499, 703]",45,151
20250903_145520,"[444, 611]",37,146
20250903_145530,"[528, 698]",47,149
20250903_145540,"[753, 516]",49,115
20250903_145550,"[557, 719]",50,149
20250903_145600,"[571, 729]",52,149
20250903_145610,"[587, 741]",54,150
20250903_145620,"[836, 423]",43,103
20250903_145630,"[854, 429]",44,101
20250903_145640,"[940, 418]",44,92
20250903_145650,"[803, 446]",44,107
20250903_145700,"[820, 453]",45,105
20250903_145710,"[1000, 445]",46,86
20250903_145720,"[857, 467]",47,102
20250903_145730,"[898, 446]",46,97
20250903_145740,"[904, 472]",48,97
20250903_145750,"[790, 591]",56,115
20250903_145800,"[809, 601]",57,113
20250903_145810,"[813, 1373]",53,250
20250903_145820,"[850, 624]",60,108
20250903_145830,"[792, 1468]",45,252
20250903_145840,"[722, 1373]",50,240
20250903_145850,"[752, 1372]",51,243
20250903_145900,"[765, 737]",65,131
20250903_145910,"[800, 1387]",52,249
20250903_145920,"[765, 737]",65,131
20250903_145930,"[780, 751]",67,131
20250903_145940,"[781, 751]",67,131
20250903_145950,"[780, 752]",67,131
20250903_150000,"[594, 1364]",44,228
20250903_150010,"[704, 552]",49,122
20250903_150020,"[599, 656]",50,140
20250903_150030,"[807, 1383]",52,250
20250903_150040,"[779, 752]",67,131
20250903_150050,"[760, 1333]",54,242
20250903_150100,"[641, 1329]",49,229
20250903_150110,"[710, 1351]",51,237
20250903_150120,"[676, 701]",58,138
20250903_150130,"[624, 1354]",46,230
20250903_150140,"[710, 719]",61,136
20250903_150150,"[695, 1402]",46,239
20250903_150200,"[763, 1427]",47,247
20250903_150210,"[790, 1404]",50,249
20250903_150220,"[755, 1402]",49,245
20250903_150230,"[780, 1415]",49,248
20250903_150240,"[767, 1423]",48,247
20250903_150250,"[780, 1434]",47,249
20250903_150300,"[764, 1456]",45,248
20250903_150310,"[745, 1464]",44,247
20250903_150320,"[823, 1476]",45,255
20250903_150330,"[776, 1471]",44,250
20250903_150340,"[772, 1436]",47,248
20250903_150350,"[652, 391]",35,118
20250903_150400,"[722, 1399]",48,242
