time,elevation_angle
2025-08-27 09:08:33.875674112,25.96434301486878
2025-08-27 09:09:01.795645952,32.90747177902872
2025-08-27 09:09:29.715631104,34.280290707463784
2025-08-27 09:09:57.635627008,38.121134280104215
2025-08-27 09:10:36.005634048,32.027022388743106
2025-08-27 09:11:03.925625088,33.35803449535871
2025-08-27 09:11:31.845617152,27.554272146228197
2025-08-27 09:11:59.745618944,25.065381222991366
2025-08-27 09:12:27.665658112,34.39240375405382
2025-08-27 09:12:55.585628160,27.631318766568267
2025-08-27 09:13:23.515621888,36.206920589339916
2025-08-27 09:13:51.435621120,31.75442969073003
2025-08-27 09:14:19.365639936,46.399070411005084
2025-08-27 09:14:47.285628928,46.59595555295593
2025-08-27 09:15:15.975656960,43.09053143815096
2025-08-27 09:15:43.905740032,42.490890073967954
2025-08-27 09:16:11.825628160,41.180154309871604
2025-08-27 09:16:39.755676928,35.352377846646135
2025-08-27 09:17:07.675643904,48.678915378091276
2025-08-27 09:17:35.605622016,31.301206331331564
2025-08-27 09:18:03.525635072,38.92672491331854
2025-08-27 09:18:31.455620096,41.08228122222424
2025-08-27 09:18:59.375636224,44.22970127095601
2025-08-27 09:19:27.305617152,53.03739869580359
2025-08-27 09:19:55.225611008,37.36816503808042
2025-08-27 09:20:31.755620096,21.265434739121574
2025-08-27 09:20:59.685627904,41.48974519499601
2025-08-27 09:21:27.605624064,40.92870581693973
2025-08-27 09:21:55.535608064,22.600610323892482
2025-08-27 09:22:23.455611904,42.08118938773196
2025-08-27 09:22:51.385617920,32.50168283063051
2025-08-27 09:23:19.305618944,36.7613106383483
2025-08-27 09:23:47.235632896,32.56881358316152
2025-08-27 09:24:15.155621120,45.44666771274055
2025-08-27 09:24:43.085699072,46.5552177668047
2025-08-27 09:25:11.505620992,31.311238980578427
2025-08-27 09:25:39.425646080,39.94056355405107
2025-08-27 09:26:07.355664128,43.98277703565448
2025-08-27 09:26:35.275708928,43.38131033633262
2025-08-27 09:27:03.205619200,38.84851907358529
2025-08-27 09:27:31.125606912,24.60045374944876
2025-08-27 09:27:59.055656960,50.1924474757373
2025-08-27 09:28:26.975660032,46.04182464644914
2025-08-27 09:28:54.895714048,31.158689479855912
2025-08-27 09:29:22.825620992,49.102340641469
2025-08-27 09:29:50.745628160,55.01987571105571
2025-08-27 09:30:21.755635968,47.191265629552596
2025-08-27 09:30:49.655611904,40.81654786606385
2025-08-27 09:31:17.565646848,44.569639065496126
2025-08-27 09:31:45.485637888,42.025251491402365
2025-08-27 09:32:13.415611904,40.41150209147353
2025-08-27 09:32:41.335607040,46.919647403506104
2025-08-27 09:33:09.255624960,46.13342775857922
2025-08-27 09:33:37.185643008,41.391649053082254
2025-08-27 09:34:05.105627136,45.39471841731194
2025-08-27 09:34:33.025648128,34.63884386793934
2025-08-27 09:35:00.955655168,38.84511613469289
2025-08-27 09:35:45.085624832,33.67359428323388
2025-08-27 09:36:13.005615872,33.77564610794411
2025-08-27 09:36:40.925659904,36.13329317674971
2025-08-27 09:37:08.845612032,35.26184177169123
2025-08-27 09:37:36.755616000,41.62979642147073
2025-08-27 09:38:04.675641088,39.8720372343721
2025-08-27 09:38:32.595648000,39.87956763072443
2025-08-27 09:39:00.515623168,51.385665476809336
2025-08-27 09:39:28.435618048,49.96546299236619
2025-08-27 09:39:56.355664896,32.79566249449092
2025-08-27 09:40:32.895692032,31.71760707782451
2025-08-27 09:41:00.815613952,55.147124807014706
2025-08-27 09:41:28.735611904,62.55432244037378
2025-08-27 09:41:56.655611136,48.84800188961957
2025-08-27 09:42:24.585620992,48.68182728118027
2025-08-27 09:42:52.505605888,45.271143437743675
2025-08-27 09:43:20.435631104,50.74602494855892
2025-08-27 09:43:48.365639936,46.74677146871401
2025-08-27 09:44:16.295655936,45.67680282316999
2025-08-27 09:44:44.225626112,42.10129901189365
2025-08-27 09:45:12.615609856,34.77741190854929
2025-08-27 09:45:40.545634048,34.90328989592876
2025-08-27 09:46:08.475631104,37.07631656310217
2025-08-27 09:46:36.405618944,31.975365351484346
2025-08-27 09:47:04.335633152,26.449672232248396
2025-08-27 09:47:32.265636864,27.479112067415322
2025-08-27 09:48:00.195631104,36.00841810010936
2025-08-27 09:48:28.125608960,33.454128822873294
2025-08-27 09:48:56.055640064,28.04812803551351
2025-08-27 09:49:23.975737088,24.815272197687044
2025-08-27 09:49:51.905680896,29.753651211494347
2025-08-27 09:50:22.935656192,30.85464435683534
2025-08-27 09:50:50.855643136,27.494060280033906
2025-08-27 09:51:18.785614080,27.18749644211329
2025-08-27 09:51:46.715638016,31.572025752192022
2025-08-27 09:52:14.635627008,32.95499423013565
2025-08-27 09:52:42.565652992,44.68499484037325
2025-08-27 09:53:10.495728128,43.008939003334554
2025-08-27 09:53:38.415621888,32.830770349222824
2025-08-27 09:54:06.345648896,38.786902262552935
2025-08-27 09:54:34.265639168,31.07662074733148
2025-08-27 09:55:02.195619072,36.17603271146547
