time_sec,azimuth,elevation,realaz
2025-09-01 09:03:20,114.08,46.5,-15.570000000000007
2025-09-01 09:03:25,113.16,45.43,-16.49000000000001
2025-09-01 09:03:30,110.26,43.92,-19.39
2025-09-01 09:03:35,111.65,41.71,-18.0
2025-09-01 09:03:40,107.7,44.41,-21.950000000000003
2025-09-01 09:03:45,104.73,42.94,-24.92
2025-09-01 09:03:50,101.24,42.8,-28.41000000000001
2025-09-01 09:03:55,106.06,42.91,-23.590000000000003
2025-09-01 09:04:00,105.74,44.57,-23.91000000000001
2025-09-01 09:04:05,105.01,44.89,-24.64
2025-09-01 09:04:10,110.28,45.92,-19.370000000000005
2025-09-01 09:04:15,113.1,43.15,-16.55000000000001
2025-09-01 09:04:20,109.74,45.63,-19.91000000000001
2025-09-01 09:04:25,106.83,44.18,-22.820000000000007
2025-09-01 09:04:30,110.13,42.97,-19.52000000000001
2025-09-01 09:04:35,112.8,40.6,-16.85000000000001
2025-09-01 09:04:40,119.56,39.71,-10.090000000000003
2025-09-01 09:04:45,118.52,41.63,-11.13000000000001
2025-09-01 09:04:50,119.19,45.37,-10.460000000000008
2025-09-01 09:04:55,112.95,46.76,-16.700000000000003
2025-09-01 09:05:00,110.91,46.42,-18.74000000000001
2025-09-01 09:05:05,109.48,48.94,-20.17
2025-09-01 09:05:10,110.89,50.5,-18.760000000000005
2025-09-01 09:05:15,98.4,50.95,-31.25
2025-09-01 09:05:20,96.89,47.03,-32.760000000000005
2025-09-01 09:05:25,102.53,47.23,-27.120000000000005
2025-09-01 09:05:30,106.24,44.99,-23.41000000000001
2025-09-01 09:05:35,104.26,47.63,-25.39
2025-09-01 09:05:40,96.23,46.58,-33.42
2025-09-01 09:05:45,97.61,47.78,-32.040000000000006
2025-09-01 09:05:50,92.27,49.25,-37.38000000000001
2025-09-01 09:05:55,96.32,49.36,-33.33000000000001
2025-09-01 09:06:00,100.57,51.07,-29.080000000000013
2025-09-01 09:06:05,108.62,49.1,-21.03
2025-09-01 09:06:10,113.9,47.67,-15.75
2025-09-01 09:06:15,112.1,41.84,-17.55000000000001
2025-09-01 09:06:20,111.88,39.08,-17.77000000000001
2025-09-01 09:06:25,111.45,38.58,-18.200000000000003
2025-09-01 09:06:30,114.86,42.16,-14.790000000000006
2025-09-01 09:06:35,111.5,44.61,-18.150000000000006
2025-09-01 09:06:40,111.35,47.87,-18.30000000000001
2025-09-01 09:06:45,112.68,46.25,-16.97
2025-09-01 09:06:50,117.75,47.64,-11.900000000000006
2025-09-01 09:06:55,110.69,45.79,-18.960000000000008
2025-09-01 09:07:00,110.05,42.4,-19.60000000000001
2025-09-01 09:07:05,113.07,38.42,-16.580000000000013
2025-09-01 09:07:10,118.14,42.44,-11.510000000000005
2025-09-01 09:07:15,118.81,43.39,-10.840000000000003
2025-09-01 09:07:20,115.59,41.95,-14.060000000000002
2025-09-01 09:07:25,113.03,43.58,-16.620000000000005
2025-09-01 09:07:30,110.81,46.55,-18.840000000000003
2025-09-01 09:07:35,109.33,46.42,-20.320000000000007
2025-09-01 09:07:40,104.81,44.79,-24.840000000000003
2025-09-01 09:07:45,104.66,44.79,-24.99000000000001
2025-09-01 09:07:50,108.31,47.45,-21.340000000000003
2025-09-01 09:07:55,111.9,51.11,-17.75
2025-09-01 09:08:00,107.71,54.99,-21.940000000000012
2025-09-01 09:08:05,115.67,59.65,-13.980000000000004
2025-09-01 09:08:10,109.55,62.12,-20.10000000000001
2025-09-01 09:08:15,110.83,58.15,-18.820000000000007
