time_sec,azimuth,elevation,realaz
2025-09-01 09:08:09,334.98,6.45,227.52000000000004
2025-09-01 09:08:14,334.98,6.45,227.52000000000004
2025-09-01 09:08:19,334.98,6.45,227.52000000000004
2025-09-01 09:08:24,325.22,6.45,217.76000000000005
2025-09-01 09:08:29,223.03,6.45,115.57000000000001
2025-09-01 09:08:34,224.96,10.51,117.50000000000001
2025-09-01 09:08:39,233.99,11.88,126.53000000000002
2025-09-01 09:08:44,233.98,12.08,126.52
2025-09-01 09:08:49,233.98,12.08,126.52
2025-09-01 09:08:54,233.98,12.08,126.52
2025-09-01 09:08:59,224.05,32.6,116.59000000000002
2025-09-01 09:09:04,226.05,32.25,118.59000000000002
2025-09-01 09:09:09,228.1,32.26,120.64
2025-09-01 09:09:14,229.64,32.26,122.17999999999999
2025-09-01 09:09:19,228.3,32.26,120.84000000000002
2025-09-01 09:09:24,226.89,32.15,119.42999999999999
2025-09-01 09:09:29,223.37,32.06,115.91000000000001
2025-09-01 09:09:34,235.49,32.08,128.03000000000003
2025-09-01 09:09:39,215.28,32.07,107.82000000000001
2025-09-01 09:09:44,222.26,32.07,114.8
2025-09-01 09:09:49,227.41,32.07,119.95
2025-09-01 09:09:54,225.66,26.17,118.2
2025-09-01 09:09:59,225.66,26.11,118.2
2025-09-01 09:10:04,225.65,26.11,118.19000000000001
2025-09-01 09:10:09,228.9,26.1,121.44000000000001
2025-09-01 09:10:14,228.89,23.89,121.42999999999999
2025-09-01 09:10:19,231.38,38.42,123.92
2025-09-01 09:10:24,230.14,37.75,122.67999999999999
2025-09-01 09:10:29,232.55,32.82,125.09000000000002
2025-09-01 09:10:34,235.74,34.18,128.28000000000003
2025-09-01 09:10:39,235.71,34.2,128.25
2025-09-01 09:10:44,235.71,34.18,128.25
2025-09-01 09:10:49,231.71,34.2,124.25000000000001
2025-09-01 09:10:54,231.53,29.38,124.07000000000001
2025-09-01 09:10:59,231.78,27.11,124.32000000000001
2025-09-01 09:11:04,229.22,27.92,121.76
2025-09-01 09:11:09,227.45,27.58,119.99
2025-09-01 09:11:14,223.01,26.52,115.55
2025-09-01 09:11:19,222.68,23.59,115.22000000000001
2025-09-01 09:11:24,222.04,27.59,114.58
2025-09-01 09:11:29,219.12,31.69,111.66000000000001
2025-09-01 09:11:34,219.17,32.98,111.71
2025-09-01 09:11:39,219.65,35.11,112.19000000000001
2025-09-01 09:11:44,219.72,39.05,112.26
2025-09-01 09:11:49,222.69,42.98,115.23
2025-09-01 09:11:54,223.56,43.8,116.10000000000001
2025-09-01 09:11:59,224.43,44.8,116.97000000000001
2025-09-01 09:12:04,229.55,23.45,122.09000000000002
2025-09-01 09:12:09,219.07,35.98,111.61
2025-09-01 09:12:14,219.07,38.15,111.61
2025-09-01 09:12:19,219.07,38.15,111.61
2025-09-01 09:12:24,219.07,38.15,111.61
2025-09-01 09:12:29,219.07,35.71,111.61
2025-09-01 09:12:34,214.6,41.13,107.14
2025-09-01 09:12:39,224.73,35.5,117.27
2025-09-01 09:12:44,220.89,35.51,113.42999999999999
2025-09-01 09:12:49,220.91,51.86,113.45
2025-09-01 09:12:54,222.07,49.73,114.61
2025-09-01 09:12:59,220.34,49.71,112.88000000000001
2025-09-01 09:13:04,241.85,49.66,134.39
2025-09-01 09:13:09,241.13,49.66,133.67000000000002
2025-09-01 09:13:14,238.8,49.63,131.34000000000003
2025-09-01 09:13:19,238.81,49.62,131.35000000000002
2025-09-01 09:13:24,238.79,49.52,131.32999999999998
2025-09-01 09:13:29,240.1,49.52,132.64
2025-09-01 09:13:34,243.45,49.52,135.99
2025-09-01 09:13:39,243.45,49.53,135.99
2025-09-01 09:13:44,243.45,49.53,135.99
2025-09-01 09:13:49,243.42,49.64,135.95999999999998
2025-09-01 09:13:54,236.97,50.78,129.51
2025-09-01 09:13:59,236.97,45.19,129.51
2025-09-01 09:14:04,236.97,46.63,129.51
2025-09-01 09:14:09,241.33,46.83,133.87
2025-09-01 09:14:14,241.33,46.73,133.87
2025-09-01 09:14:19,241.34,43.01,133.88
2025-09-01 09:14:24,241.31,42.39,133.85000000000002
2025-09-01 09:14:29,239.56,36.11,132.10000000000002
2025-09-01 09:14:34,233.64,49.59,126.17999999999999
2025-09-01 09:14:39,238.86,38.12,131.40000000000003
2025-09-01 09:14:44,239.33,33.65,131.87
2025-09-01 09:14:49,237.46,32.68,130.0
2025-09-01 09:14:54,237.43,33.93,129.97000000000003
2025-09-01 09:14:59,237.43,33.93,129.97000000000003
2025-09-01 09:15:04,236.72,30.78,129.26
2025-09-01 09:15:09,239.99,30.48,132.53000000000003
2025-09-01 09:15:14,239.35,31.3,131.89
2025-09-01 09:15:19,239.34,31.23,131.88
2025-09-01 09:15:24,239.5,30.97,132.04000000000002
2025-09-01 09:15:29,249.7,31.52,142.24
2025-09-01 09:15:34,247.6,37.34,140.14
2025-09-01 09:15:39,247.61,37.22,140.15000000000003
2025-09-01 09:15:44,247.62,37.2,140.16000000000003
2025-09-01 09:15:49,246.35,37.4,138.89
2025-09-01 09:15:54,246.35,37.4,138.89
2025-09-01 09:15:59,246.36,37.02,138.90000000000003
2025-09-01 09:16:04,248.04,27.8,140.57999999999998
2025-09-01 09:16:09,252.88,34.71,145.42000000000002
2025-09-01 09:16:14,245.97,39.4,138.51
2025-09-01 09:16:19,247.0,31.4,139.54000000000002
2025-09-01 09:16:24,247.0,31.37,139.54000000000002
2025-09-01 09:16:29,246.9,31.27,139.44
2025-09-01 09:16:34,247.22,31.37,139.76
2025-09-01 09:16:39,238.83,31.22,131.37
2025-09-01 09:16:44,238.53,35.27,131.07
2025-09-01 09:16:49,240.85,40.96,133.39
2025-09-01 09:16:54,240.85,43.06,133.39
2025-09-01 09:16:59,240.32,43.24,132.86
2025-09-01 09:17:04,240.31,43.25,132.85000000000002
2025-09-01 09:17:09,240.66,43.16,133.2
2025-09-01 09:17:14,246.01,43.01,138.55
2025-09-01 09:17:19,247.49,52.16,140.03000000000003
2025-09-01 09:17:24,247.47,45.14,140.01
2025-09-01 09:17:29,247.42,41.87,139.95999999999998
2025-09-01 09:17:34,247.42,42.79,139.95999999999998
2025-09-01 09:17:39,247.52,51.69,140.06
2025-09-01 09:17:44,246.16,51.8,138.7
2025-09-01 09:17:49,246.45,50.89,138.99
2025-09-01 09:17:54,245.2,50.86,137.74
2025-09-01 09:17:59,245.19,50.86,137.73000000000002
2025-09-01 09:18:04,235.83,50.86,128.37
2025-09-01 09:18:09,235.83,48.69,128.37
2025-09-01 09:18:14,235.84,48.53,128.38
